Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie
508.0,_42_Press_work_brake_R,REAL,Interrupteur à pression du frein de service Méc. translation méc.-hydraul.,%DB102.DBD508,Méc. translation méc.-hydraul.,Télémesure
512.0,_42_Press_accu_R,REAL,Interrupteur à pression de l ’accumulateur de pression Méc. translation méc.-hydraul.,%DB102.DBD512,Méc. translation méc.-hydraul.,Télémesure
516.0,_42_Press_park_brake_R,REAL,Interrupteur à pression du frein de stationnement Méc. translation méc.-hydraul.,%DB102.DBD516,Méc. translation méc.-hydraul.,Télémesure
520.0,_42_Res4,REAL,Méc. translation méc.-hydraul.,%DB102.DBD520,Méc. translation méc.-hydraul.,Télémesure
524.0,_51_spreader_typ,INT,"Type de spreader : 1=20,30,3 5,40', 2=20,30,40,45', 3=20, 30,40' Spreader",%DB102.DBW524,Spreader,Télémesure
526.0,_51_Res1,REAL,Spreader 1,%DB102.DBD526,Spreader,Télémesure
530.0,_51_Res2,REAL,Spreader 2,%DB102.DBD530,Spreader,Télémesure
534.0,_53_CTU_CV_I,INT,Valeur de comptage:commande de démarrage enrouleur à câble flèche pour redémar. Enrouleur à câble de flèche,%DB102.DBW534,Enrouleur à câble de flèche,Télécommunication
536.0,_53_Res1,INT,Enrouleur à câble de flèche,%DB102.DBW536,Enrouleur à câble de flèche,Télémesure
538.0,_61_Bruttoload_PT1_Y_n_R,REAL,Lissage charge brute Equipements de sécurité,%DB102.DBD538,Equipements de sécurité,Télémesure
542.0,_61_RAD_PT1_Y_n_R,REAL,Lissage de la portée Equipements de sécurité,%DB102.DBD542,Equipements de sécurité,Télémesure
546.0,_61_B1_RAD_Setvalue_R,REAL,Position de la flèche Equipements de sécurité,%DB102.DBD546,Equipements de sécurité,Télémesure
550.0,_61_Rad_S_R,REAL,Portée calculée Equipements de sécurité,%DB102.DBD550,Equipements de sécurité,Télémesure
554.0,_61_Wind_actual_R,REAL,Vitesse du vent valeur réell e Equipements de sécurité,%DB102.DBD554,Equipements de sécurité,Télémesure
558.0,_61_locking_area,BOOL,Superstructure en position b rochage Equipements de sécurité,%DB102.DBX558.0,Equipements de sécurité,Téléalarme
558.1,_61_straight_pos,BOOL,Superstructure en position 1 80° Equipements de sécurité,%DB102.DBX558.1,Equipements de sécurité,Téléalarme
560.0,_61_Res1,REAL,Equipements de sécurité 1,%DB102.DBD560,Equipements de sécurité,Télémesure
564.0,_61_Res2,REAL,Equipements de sécurité 2,%DB102.DBD564,Equipements de sécurité,Télémesure
568.0,_62_Angle_X_R,REAL,Calage: angle de l’axe X Calage,%DB102.DBD568,Calage,Télémesure
572.0,_62_Angle_Y_R,REAL,Calage: angle de l’axe Y Calage,%DB102.DBD572,Calage,Télémesure
576.0,_62_Statusword_W.X00_extended_fr_le,BOOL,Poutre de calage rouge (avan t gauche) sortie Calage,%DB102.DBX576.0,Calage,Télésignal
576.1,_62_Statusword_W.X01_extended_fr_ri,BOOL,Poutre de calage bleue (avan t droite) sortie Calage,%DB102.DBX576.1,Calage,Télésignal
576.2,_62_Statusword_W.X02_extended_re_le,BOOL,Poutre de calage verte (arri ère gauche) sortie Calage,%DB102.DBX576.2,Calage,Télésignal
576.3,_62_Statusword_W.X03_extended_re_ri,BOOL,Poutre de calage jaune (arri ère droite) sortie Calage,%DB102.DBX576.3,Calage,Télésignal
576.4,_62_Statusword_W.X04_retracted_fr_le,BOOL,Poutre de calage rouge (avan t gauche) rentrée Calage,%DB102.DBX576.4,Calage,Télésignal
576.5,_62_Statusword_W.X05_retracted_fr_ri,BOOL,Poutre de calage bleue (avan t droite) rentrée Calage,%DB102.DBX576.5,Calage,Télésignal
576.6,_62_Statusword_W.X06_retracted_re_le,BOOL,Poutre de calage verte (arri ère gauche) rentrée Calage,%DB102.DBX576.6,Calage,Télésignal
576.7,_62_Statusword_W.X07_retracted_re_ri,BOOL,Poutre de calage jaune (arri ère droite) rentrée Calage,%DB102.DBX576.7,Calage,Télésignal
577.0,_62_Statusword_W.X08_propped_fr_le,BOOL,Patin de calage rouge (avant gauche): posé au sol Calage,%DB102.DBX577.0,Calage,Télésignal
577.1,_62_Statusword_W.X09_propped_fr_ri,BOOL,Patin de calage bleu (avant droit): posé au sol Calage,%DB102.DBX577.1,Calage,Télésignal
577.2,_62_Statusword_W.X10_propped_re_le,BOOL,Patin de calage vert (arrièr e gauche): posé au sol Calage,%DB102.DBX577.2,Calage,Télésignal
577.3,_62_Statusword_W.X11_propped_re_ri,BOOL,Patin de calage jaune (arriè re droit): posé au sol Calage,%DB102.DBX577.3,Calage,Télésignal
577.4,_62_Statusword_W.X12_raised_fr_le,BOOL,Patin de calage rouge (avant gauche): relevés Calage,%DB102.DBX577.4,Calage,Télésignal
577.5,_62_Statusword_W.X13_raised_fr_ri,BOOL,Patin de calage bleu (avant droit): relevés Calage,%DB102.DBX577.5,Calage,Télésignal
577.6,_62_Statusword_W.X14_raised_re_le,BOOL,Patin de calage vert (arrièr e gauche): relevés Calage,%DB102.DBX577.6,Calage,Télésignal
577.7,_62_Statusword_W.X15_raised_re_ri,BOOL,Patin de calage jaune (arriè re droit): relevés Calage,%DB102.DBX577.7,Calage,Télésignal
578.0,_62_Controlword_W.X00_extend_fr_le,BOOL,Sortir la poutre de calage rouge (avant gauche) Calage 1,%DB102.DBX578.0,Calage,Télésignal
578.1,_62_Controlword_W.X01_extend_fr_ri,BOOL,Sortir la poutre de calage bleue (avant droite) Calage 1,%DB102.DBX578.1,Calage,Télésignal
578.2,_62_Controlword_W.X02_extend_re_le,BOOL,Sortir la poutre de calage verte (arrière gauche) Calage 1,%DB102.DBX578.2,Calage,Télésignal
578.3,_62_Controlword_W.X03_extend_re_ri,BOOL,Sortir la poutre de calage jaune (arrière droite) Calage 1,%DB102.DBX578.3,Calage,Télésignal
578.4,_62_Controlword_W.X04_retract_fr_le,BOOL,Rentrer la poutre de calage rouge (avant gauche) Calage 1,%DB102.DBX578.4,Calage,Télésignal
578.5,_62_Controlword_W.X05_retract_fr_ri,BOOL,Rentrer la poutre de calage bleue (avant droite) Calage 1,%DB102.DBX578.5,Calage,Télésignal
578.6,_62_Controlword_W.X06_retract_re_le,BOOL,Rentrer la poutre de calage verte (arrière gauche) Calage 1,%DB102.DBX578.6,Calage,Télésignal
578.7,_62_Controlword_W.X07_retract_re_ri,BOOL,Rentrer la poutre de calage jaune (arrière droite) Calage 1,%DB102.DBX578.7,Calage,Télésignal
579.0,_62_Controlword_W.X08_prop_fr_le,BOOL,Patin de calage rouge (avant gauche): descente Calage 1,%DB102.DBX579.0,Calage,Télésignal
579.1,_62_Controlword_W.X09_prop_fr_ri,BOOL,Patin de calage bleu (avant droit): descente P DWON Calage,%DB102.DBX579.1,Calage,Télésignal
579.2,_62_Controlword_W.X10_prop_re_le,BOOL,Patin de calage vert (arrièr e gauche): descente w C mw Calage,%DB102.DBX579.2,Calage,Télésignal
579.3,_62_Controlword_W.X11_prop_re_ri,BOOL,Patin de calage jaune w (arriè re droit): descente Calage,%DB102.DBX579.3,Calage,Télésignal
579.4,_62_Controlword_W.X12_raise_fr_le,BOOL,Patin de calage rouge (avant gauche): relevage Calage 1,%DB102.DBX579.4,Calage,Télésignal
579.5,_62_Controlword_W.X13_raise_fr_ri,BOOL,Patin de calage bleu (avant droit): relevage Calage 1,%DB102.DBX579.5,Calage,Télésignal
579.6,_62_Controlword_W.X14_raise_re_le,BOOL,Patin de calage vert (arrièr e gauche): relevage Calage 1,%DB102.DBX579.6,Calage,Télésignal
579.7,_62_Controlword_W.X15_raise_re_ri,BOOL,Patin de calage jaune (arriè re droit): relevage Calage 1,%DB102.DBX579.7,Calage,Télésignal
580.0,_62_Controlword_Niveau_W.X00_extend_fr_le,BOOL,Sortir la poutre de calage rouge (avant gauche) Calage 2,%DB102.DBX580.0,Calage,Télésignal
580.1,_62_Controlword_Niveau_W.X01_extend_fr_ri,BOOL,Sortir la poutre de calage bleue (avant droite) Calage 2,%DB102.DBX580.1,Calage,Télésignal
580.2,_62_Controlword_Niveau_W.X02_extend_re_le,BOOL,Sortir la poutre de calage verte (arrière gauche) Calage 2,%DB102.DBX580.2,Calage,Télésignal
580.3,_62_Controlword_Niveau_W.X03_extend_re_ri,BOOL,Sortir la poutre de calage jaune (arrière droite) Calage 2,%DB102.DBX580.3,Calage,Télésignal
580.4,_62_Controlword_Niveau_W.X04_retract_fr_le,BOOL,Rentrer la poutre de calage rouge (avant gauche) Calage 2,%DB102.DBX580.4,Calage,Télésignal
580.5,_62_Controlword_Niveau_W.X05_retract_fr_ri,BOOL,Rentrer la poutre de calage bleue (avant droite) Calage 2,%DB102.DBX580.5,Calage,Télésignal
580.6,_62_Controlword_Niveau_W.X06_retract_re_le,BOOL,Rentrer la poutre de calage verte (arrière gauche) Calage 2,%DB102.DBX580.6,Calage,Télésignal
580.7,_62_Controlword_Niveau_W.X07_retract_re_ri,BOOL,Rentrer la poutre de calage jaune (arrière droite) Calage 2,%DB102.DBX580.7,Calage,Télésignal
581.0,_62_Controlword_Niveau_W.X08_prop_fr_le,BOOL,Patin de calage rouge (avant gauche): descente Calage 2,%DB102.DBX581.0,Calage,Télésignal
581.1,_62_Controlword_Niveau_W.X09_prop_fr_ri,BOOL,Patin de calage bleu (avant droit): descente Calage 1,%DB102.DBX581.1,Calage,Télésignal
581.2,_62_Controlword_Niveau_W.X10_prop_re_le,BOOL,Patin de calage vert (arrièr e gauche): descente Calage 1,%DB102.DBX581.2,Calage,Télésignal
581.3,_62_Controlword_Niveau_W.X11_prop_re_ri,BOOL,Patin de calage jaune (arriè re droit): descente Calage 1,%DB102.DBX581.3,Calage,Télésignal
581.4,_62_Controlword_Niveau_W.X12_raise_fr_le,BOOL,Patin de calage rouge (avant gauche): relevage Calage 2,%DB102.DBX581.4,Calage,Télésignal
581.5,_62_Controlword_Niveau_W.X13_raise_fr_ri,BOOL,Patin de calage bleu (avant droit): relevage Calage 2,%DB102.DBX581.5,Calage,Télésignal
581.6,_62_Controlword_Niveau_W.X14_raise_re_le,BOOL,Patin de calage vert (arrièr e gauche): relevage Calage 2,%DB102.DBX581.6,Calage,Télésignal
581.7,_62_Controlword_Niveau_W.X15_raise_re_ri,BOOL,Patin de calage jaune (arriè re droit): relevage Calage 2,%DB102.DBX581.7,Calage,Télésignal
582.0,_62_Controlword_Auto_W.X00_extend_fr_le,BOOL,Sortir la poutre de calage rouge (avant gauche) Calage 3,%DB102.DBX582.0,Calage,Télésignal
582.1,_62_Controlword_Auto_W.X01_extend_fr_ri,BOOL,Sortir la poutre de calage bleue (avant droite) Calage 3,%DB102.DBX582.1,Calage,Télésignal
582.2,_62_Controlword_Auto_W.X02_extend_re_le,BOOL,Sortir la poutre de calage verte (arrière gauche) Calage 3,%DB102.DBX582.2,Calage,Télésignal
582.3,_62_Controlword_Auto_W.X03_extend_re_ri,BOOL,Sortir la poutre de calage jaune (arrière droite) Calage 3,%DB102.DBX582.3,Calage,Télésignal
582.4,_62_Controlword_Auto_W.X04_retract_fr_le,BOOL,Rentrer la poutre de calage rouge (avant gauche) Calage 3,%DB102.DBX582.4,Calage,Télésignal
582.5,_62_Controlword_Auto_W.X05_retract_fr_ri,BOOL,Rentrer la poutre de calage bleue (avant droite) Calage 3,%DB102.DBX582.5,Calage,Télésignal
582.6,_62_Controlword_Auto_W.X06_retract_re_le,BOOL,Rentrer la poutre de calage verte (arrière gauche) Calage 3,%DB102.DBX582.6,Calage,Télésignal
582.7,_62_Controlword_Auto_W.X07_retract_re_ri,BOOL,Rentrer la poutre de calage jaune (arrière droite) Calage 3,%DB102.DBX582.7,Calage,Télésignal
583.0,_62_Controlword_Auto_W.X08_prop_fr_le,BOOL,Patin de calage rouge (avant gauche): descente Calage 3,%DB102.DBX583.0,Calage,Télésignal
583.1,_62_Controlword_Auto_W.X09_prop_fr_ri,BOOL,Patin de calage bleu (avant droit): descente Calage 2,%DB102.DBX583.1,Calage,Télésignal
583.2,_62_Controlword_Auto_W.X10_prop_re_le,BOOL,Patin de calage vert (arrièr e gauche): descente Calage 2,%DB102.DBX583.2,Calage,Télésignal
583.3,_62_Controlword_Auto_W.X11_prop_re_ri,BOOL,Patin de calage jaune (arriè re droit): descente Calage 2,%DB102.DBX583.3,Calage,Télésignal
583.4,_62_Controlword_Auto_W.X12_raise_fr_le,BOOL,Patin de calage rouge (avant gauche): relevage Calage 3,%DB102.DBX583.4,Calage,Télésignal
583.5,_62_Controlword_Auto_W.X13_raise_fr_ri,BOOL,Patin de calage bleu (avant droit): relevage Calage 3,%DB102.DBX583.5,Calage,Télésignal
583.6,_62_Controlword_Auto_W.X14_raise_re_le,BOOL,Patin de calage vert (arrièr e gauche): relevage Calage 3,%DB102.DBX583.6,Calage,Télésignal
583.7,_62_Controlword_Auto_W.X15_raise_re_ri,BOOL,Patin de calage jaune (arriè re droit): relevage Calage 3,%DB102.DBX583.7,Calage,Télésignal
584.0,_62_Res3,REAL,Calage 1,%DB102.DBD584,Calage,Télémesure
588.0,_62_Res4,REAL,Calage 2,%DB102.DBD588,Calage,Télémesure
592.0,_63_Bruttoload_R,REAL,Charge brute en tonnes Contrôleur d’état de charge,%DB102.DBD592,Contrôleur d’état de charge,Télémesure
596.0,_63_Taraload_R,REAL,Tare de la charge en tonnes Contrôleur d’état de charge,%DB102.DBD596,Contrôleur d’état de charge,Télémesure
600.0,_63_Nettoload_R,REAL,Charge nette en tonnes Contrôleur d’état de charge,%DB102.DBD600,Contrôleur d’état de charge,Télémesure
604.0,_63_Perm_Bruttoload_R,REAL,Charge brute en tonnes admis sible Contrôleur d’état de charge,%DB102.DBD604,Contrôleur d’état de charge,Télémesure
608.0,_63_Perm_Bruttoload_RX_R,REAL,Charge brute en tonnes en portée + x-mètres Contrôleur d’état de charge,%DB102.DBD608,Contrôleur d’état de charge,Télémesure
612.0,_63_RAD_Load_max_R,REAL,Portée: régime admissible en fonction de la charge Contrôleur d’état de charge,%DB102.DBD612,Contrôleur d’état de charge,Télémesure
616.0,_63_RAD_actual_R,REAL,Portée en mètres Contrôleur d’état de charge,%DB102.DBD616,Contrôleur d’état de charge,Télémesure
620.0,_63_Perm_Nettoload_R,REAL,Charge nette admissible en t onnes Contrôleur d’état de charge,%DB102.DBD620,Contrôleur d’état de charge,Télémesure
624.0,_63_Bruttoload_relativ_R,REAL,Charge brute relative P DWON Contrôleur d’état de charge,%DB102.DBD624,Contrôleur d’état de charge,Télémesure
628.0,_63_Load_torque_R,REAL,Couple de charge en mètres x tonnes (portée x w charge) C mw Contrôleur d’état de charge,%DB102.DBD628,Contrôleur d’état de charge,Télémesure
632.0,_63_Curve_No_I,INT,Courbe sélectionnée w Contrôleur d’état de charge,%DB102.DBW632,Contrôleur d’état de charge,Télémesure
634.0,_63_SLI_Test_No_I,INT,Numéro courbe de charge: test CEC Contrôleur d’état de charge,%DB102.DBW634,Contrôleur d’état de charge,Télémesure
636.0,_63_Res1,REAL,Contrôleur d’état de charge 1,%DB102.DBD636,Contrôleur d’état de charge,Télémesure
640.0,_63_Res2,REAL,Contrôleur d’état de charge 2,%DB102.DBD640,Contrôleur d’état de charge,Télémesure
644.0,_63_Res3,REAL,Contrôleur d’état de charge 3,%DB102.DBD644,Contrôleur d’état de charge,Télémesure
648.0,_63_Res4,REAL,Contrôleur d’état de charge 4,%DB102.DBD648,Contrôleur d’état de charge,Télémesure
652.0,_91_m_ft_R,REAL,"Facteur dépendant des unités pour portée/hauteur de levage m = 1, ft = 3.2808 Commande centralisée CPU programmable",%DB102.DBD652,Commande centralisée CPU programmable,Télémesure
656.0,_91_t_sht_R,REAL,"Facteur dépendant des unités pour charge, t = 1, sht = 1 .1023 Commande centralisée CPU programmable",%DB102.DBD656,Commande centralisée CPU programmable,Télémesure
660.0,_91_m_s_miles_h_R,REAL,"Facteur dépendant des unités pour vitesse du vent m/S = 1, miles/h = 2.2369 Commande centralisée CPU programmable",%DB102.DBD660,Commande centralisée CPU programmable,Télémesure
664.0,_91_Lifting_gear_code_1,INT,Code moyens préh:1e pos 0=cr och1=spr2=twi3=benne4=b4c5=s péc6=palon7=poly8=coqu Commande centralisée CPU programmable,%DB102.DBW664,Commande centralisée CPU programmable,Télécommunication
666.0,_91_Lifting_gear_code_2,INT,Code moyen de préhension: 2è me mot sélectionné par le gr utier Commande centralisée CPU programmable,%DB102.DBW666,Commande centralisée CPU programmable,Télécommunication
668.0,_91_Res1,REAL,Commande centralisée CPU programmable 1,%DB102.DBD668,Commande centralisée CPU programmable,Télémesure
672.0,_91_Res2,REAL,Commande centralisée CPU programmable 2,%DB102.DBD672,Commande centralisée CPU programmable,Télémesure
676.0,_91_Res3,REAL,Commande centralisée CPU programmable 3,%DB102.DBD676,Commande centralisée CPU programmable,Télémesure
680.0,_91_Res4,REAL,Commande centralisée CPU programmable 4,%DB102.DBD680,Commande centralisée CPU programmable,Télémesure
684.0,Cycle_Time_R,REAL,Temps de cycle effectif,%DB102.DBD684,,Télémesure
688.0,Prev_Cycle_Time_R,REAL,Temps de cycle précédent,%DB102.DBD688,,Télémesure
692.0,Used_slaves_old.Slave_4,BOOL,Salle électrique 1 1,%DB102.DBX692.0,,Télésignal
692.1,Used_slaves_old.Slave_8,BOOL,Salle électrique 2 2,%DB102.DBX692.1,,Télésignal
692.2,Used_slaves_old.Slave_12,BOOL,Mécanisme de levage Méc. levage 2 / Méc. fermeture,%DB102.DBX692.2,Méc. levage 2 / Méc. fermeture,Télésignal
692.3,Used_slaves_old.Slave_16,BOOL,Méc. fermeture,%DB102.DBX692.3,,Télésignal
692.4,Used_slaves_old.Slave_20,BOOL,Mécanisme d'orientation 14,%DB102.DBX692.4,,Télésignal
692.5,Used_slaves_old.Slave_24,BOOL,Cabine de la tour 1 1,%DB102.DBX692.5,,Télécommunication
692.6,Used_slaves_old.Slave_28,BOOL,Cabine de la tour 2 2,%DB102.DBX692.6,,Télécommunication
692.7,Used_slaves_old.Slave_32,BOOL,Châssis,%DB102.DBX692.7,,Télésignal
693.0,Used_slaves_old.Slave_36,BOOL,Cabine de conduite,%DB102.DBX693.0,,Télécommunication
693.1,Used_slaves_old.Slave_40,BOOL,Réserve 1,%DB102.DBX693.1,,Télésignal
693.2,Used_slaves_old.Slave_44,BOOL,Réserve 2,%DB102.DBX693.2,,Télésignal
693.3,Used_slaves_old.Slave_48,BOOL,Réserve 3,%DB102.DBX693.3,,Télésignal
693.4,Used_slaves_old.Slave_13,BOOL,Entraînement mécanisme de levage,%DB102.DBX693.4,,Télésignal
693.5,Used_slaves_old.Slave_17,BOOL,Entraînement du mécanisme de fermeture Treuil auxiliaire,%DB102.DBX693.5,Treuil auxiliaire,Télésignal
693.6,Used_slaves_old.Slave_18,BOOL,Entraînement mécanisme de tr anslation,%DB102.DBX693.6,,Télésignal
693.7,Used_slaves_old.Slave_19,BOOL,Réserve 4,%DB102.DBX693.7,,Télésignal
694.0,Used_slaves_old.Slave_21,BOOL,Entraînement mécanisme d'ori entation Mécanisme d'orientation,%DB102.DBX694.0,Mécanisme d'orientation,Télésignal
694.1,Used_slaves_old.Slave_60,BOOL,Bus ASI superstructure,%DB102.DBX694.1,,Télésignal
694.2,Used_slaves_old.Slave_70,BOOL,Bus ASI châssis,%DB102.DBX694.2,,Télésignal
694.3,Used_slaves_old.Slave_25,BOOL,Anti sway,%DB102.DBX694.3,,Télésignal
694.4,Used_slaves_old.Slave_90,BOOL,Radiotélécommande,%DB102.DBX694.4,,Télécommunication
694.5,Used_slaves_old.Slave_93,BOOL,Cabine de tour : manipulateu r droit Commande châssis progr.,%DB102.DBX694.5,Commande châssis progr.,Télécommunication
694.6,Used_slaves_old.Slave_94,BOOL,Cabine de tour : manipulateu r gauche Commandes numériques,%DB102.DBX694.6,Commandes numériques,Télécommunication
